keyword,created_at,user_id,text,relevante
extorsión,2024-07-09 05:33:49+00:00,1655958977354817537,El chantaje crece sin contención https://t.co/5cN9CVoeIJ,True
extorsión,2024-07-09 05:19:14+00:00,1549747229778329601,"@juncalssolano @Martin_Bazan_A Bueno, si este tipo ""Alito"" parece conocer quienes tramaron el asesinato de Colosio, si no lo rebela,no es complice?
Si lo sabe deberia rebelarlo y no chantajear o amenazar a los priistas para que se callen.
No es extorsión?
Delitos que le pasan de noche a nuestros ""periodistas""",True
residencia,2024-07-09 05:31:29+00:00,1311783922859155457,El bulo de OKdiario contra Pablo Iglesias amplificado por Ferreras se hizo a cambio de un permiso de residencia https://t.co/TZzWfVPwec vía @diario_red_,True
solidaridad,2024-07-09 05:43:11+00:00,63452413,"Es muy jodido. Hay quienes se juegan su empleo, por eso es raro que exista solidaridad. https://t.co/PKB7cgoyKp",True
solidaridad,2024-07-09 05:38:53+00:00,1288465855735529473,"@oscarpepecastro @cayetanaAT Valores?

Si es una hipócrita?

- Pactan con los Lepenistas de Vox
- Apoyan al genocidio de Netanyahu, q UE y ONU critican
- van cambiando el discurso sobre solidaridad con inmigrantes, pactos de Estado
- llaman o no terrorista a Puigdemont según les conviene 

😂🤮

Son un meme",True
frontera norte,2024-07-09 01:27:44+00:00,148372339,"Un trágico accidente ocurrió en los límites de Sonora y Sinaloa, cuando un tráiler con destino a la frontera norte con los Estados Unidos lleno de migrantes indocumentados se estrelló.

📹: Especial https://t.co/JGJZ1qhhWx",True
frontera norte,2024-07-09 01:04:51+00:00,1104636120,"@GabrielBoric En la frontera norte ingresan entre 300 y 400 inmigrantes a diario,ahi esta la base del aumento de la delincuencia,para frenar eso no necesitas inteligencia artificial,solo debes ver las noticias! Cuanto les estara pagando Maduro por dejar que ingresen los venezolanos!!",True
frontera norte,2024-07-09 01:00:03+00:00,1433802389178535937,"EE.UU.🇺🇸 cambió sus políticas en la frontera, pero las personas refugiadas y migrantes sin documentación aún pueden solicitar citas en un puerto de entrada, a través de la aplicación gratuita CBP One. Deben estar en el centro o el norte de México🇲🇽

👉 https://t.co/hYgqIAana2 https://t.co/BgEKShK7c3",True
rutas peligrosas,2024-07-08 20:00:19+00:00,360873356,#Migración | El cierre de los puntos de cruce estratégicos en esta densa selva ha obligado a los migrantes a buscar rutas alternativas más peligrosas y menos monitoreadas. Esta situación los expone a mayores riesgos de explotación y violencia: https://t.co/f9NvWUl5oj,True
rutas peligrosas,2024-07-08 18:41:05+00:00,119051398,"Cada vez más migrantes y refugiados en África se dirigen al norte a través del desierto del Sáhara, las rutas terrestres son peligrosas, ya que son víctimas de esclavitud, extracción de órganos, violaciones, secuestros y otros abusos. #ElFinancieroTV
📺: @OmarCepedaCastr https://t.co/hEyEVF59Iq",True
